player,hof_flag,final_mvp,all_stargame,championship_ring,league_mvp,assist,blocks,box_plus_minus,points,steals,total_rebounds,value_of_replacement,win_shares
Lonny Baxter,N,N,N,N,N,57.00,90.00,-27.70,923.00,61.00,709.00,-0.30,5.00
Loren Meyer,N,N,N,N,N,95.00,62.00,-28.60,895.00,42.00,609.00,-0.80,1.00
Loren Woods,N,N,N,N,N,50.00,94.00,-12.40,439.00,38.00,559.00,-0.20,3.00
Lorenzen Wright,N,N,N,N,N,621.00,572.00,-35.00,6189.00,471.00,4942.00,0.00,31.00
Lorenzo Brown,N,N,N,N,N,142.00,10.00,-18.90,206.00,44.00,105.00,-0.20,0.00
Lorenzo Charles,N,N,N,N,N,8.00,6.00,-3.60,122.00,2.00,39.00,-0.10,1.00
Lorenzo Romar,N,N,N,N,N,1202.00,37.00,-12.00,2107.00,295.00,477.00,-0.10,11.00
Lorenzo Williams,N,N,N,N,N,266.00,380.00,2.90,818.00,142.00,1732.00,0.50,8.00
Lou Amundson,N,N,N,N,N,181.00,292.00,-23.50,1513.00,147.00,1473.00,0.00,7.00
Lou Hudson,N,N,Y,N,N,956.00,98.00,-1.20,6127.00,516.00,1154.00,1.00,26.00
Lou Roe,N,N,N,N,N,21.00,9.00,-16.20,130.00,13.00,92.00,-0.30,0.00
Lou Williams,N,N,N,N,N,2504.00,159.00,-1.20,11390.00,767.00,1821.00,0.90,54.00
Louie Dampier,Y,N,N,N,N,643.00,36.00,-9.70,1553.00,171.00,261.00,-0.50,7.00
Louie Nelson,N,N,N,N,N,433.00,21.00,-19.60,2095.00,200.00,520.00,0.00,6.00
Louis Orr,N,N,N,N,N,844.00,163.00,-2.70,5505.00,449.00,2083.00,0.80,26.00
Lowes Moore,N,N,N,N,N,316.00,19.00,-5.60,752.00,89.00,227.00,-0.20,2.00
Loy Vaught,N,N,N,N,N,614.00,194.00,-33.80,6355.00,470.00,4512.00,0.20,32.00
Luc Longley,N,N,N,Y,N,892.00,561.00,-14.20,4245.00,285.00,2866.00,0.20,19.00
Luc Mbah,N,N,N,N,N,499.00,223.00,-12.00,3590.00,495.00,2335.00,0.30,19.00
Lucas Nogueira,N,N,N,N,N,49.00,102.00,8.00,318.00,64.00,289.00,1.20,4.00
Lucious Harris,N,N,N,N,N,1130.00,86.00,-25.80,5784.00,556.00,1864.00,0.00,29.00
Lucius Allen,N,N,N,N,N,2231.00,152.00,1.00,6956.00,726.00,1556.00,1.40,26.00
Luigi Datome,N,N,N,N,N,11.00,1.00,-7.00,83.00,6.00,46.00,-0.30,0.00
Luis Scola,N,N,N,N,N,1194.00,224.00,-7.20,8882.00,474.00,4941.00,0.70,46.00
Luke Babbitt,N,N,N,N,N,193.00,51.00,-26.50,1559.00,82.00,751.00,-0.10,6.00
Luke Harangody,N,N,N,N,N,66.00,37.00,-13.10,446.00,36.00,339.00,-0.10,2.00
Luke Ridnour,N,N,N,N,N,3889.00,169.00,-26.60,8046.00,846.00,1974.00,0.40,36.00
Luke Walton,N,N,N,N,N,1254.00,92.00,-28.30,2494.00,290.00,1481.00,0.20,13.00
Luke Witte,N,N,N,N,N,60.00,45.00,-15.60,372.00,13.00,357.00,-0.20,1.00
Luol Deng,N,N,Y,N,N,2206.00,445.00,10.00,14213.00,926.00,5756.00,1.60,78.00
Luther Head,N,N,N,N,N,782.00,44.00,-11.90,2948.00,260.00,872.00,0.50,15.00
Lynn Greer,N,N,N,N,N,53.00,1.00,-3.80,167.00,17.00,27.00,-0.20,1.00
M.L. Carr,N,N,N,N,N,1112.00,226.00,-1.90,5853.00,812.00,2595.00,1.30,29.00
Maceo Baston,N,N,N,N,N,19.00,22.00,0.20,179.00,14.00,100.00,0.10,2.00
Maciej Lampe,N,N,N,N,N,21.00,12.00,-29.20,255.00,9.00,165.00,-0.40,0.00
Mack Calvin,N,N,N,N,N,628.00,11.00,-16.20,1921.00,168.00,276.00,-0.20,7.00
Magic Johnson,Y,Y,Y,Y,Y,10141.00,374.00,91.50,17707.00,1724.00,6559.00,6.00,156.00
Mahmoud Abdul-Rauf,N,N,N,N,N,2079.00,46.00,-27.50,8553.00,487.00,1087.00,-0.10,25.00
Major Jones,N,N,N,N,N,147.00,112.00,-8.30,1076.00,90.00,878.00,-0.20,3.00
Malachi Richardson,N,N,N,N,N,11.00,1.00,-5.50,79.00,5.00,23.00,-0.20,0.00
Malcolm Brogdon,N,N,N,N,N,317.00,12.00,-0.50,767.00,84.00,213.00,0.80,4.00
Malcolm Delaney,N,N,N,N,N,193.00,1.00,-5.80,391.00,39.00,124.00,-1.20,0.00
Malcolm Lee,N,N,N,N,N,51.00,10.00,-3.90,140.00,20.00,65.00,0.00,1.00
Malcolm Thomas,N,N,N,N,N,7.00,1.00,-7.40,45.00,3.00,56.00,-0.30,0.00
Malik Allen,N,N,N,N,N,267.00,243.00,-45.70,2620.00,146.00,1511.00,-0.30,7.00
Malik Rose,N,N,N,N,N,779.00,312.00,-47.10,5667.00,543.00,3808.00,0.10,29.00
Malik Sealy,N,N,N,N,N,700.00,129.00,-13.20,4243.00,434.00,1345.00,0.30,16.00
Mamadou N'Diaye,N,N,N,N,N,7.00,32.00,-3.30,120.00,8.00,82.00,-0.10,1.00
Manny Harris,N,N,N,N,N,31.00,6.00,-4.30,173.00,13.00,70.00,-0.30,0.00
Manny Leaks,N,N,N,N,N,25.00,39.00,-4.70,216.00,10.00,244.00,-0.60,1.00
Manu Ginobili,N,N,N,N,N,3838.00,303.00,74.90,13467.00,1349.00,3555.00,3.10,104.00
Manute Bol,N,N,N,N,N,135.00,1839.00,-12.00,1438.00,113.00,2359.00,0.50,12.00
Marc Gasol,N,N,Y,N,N,2086.00,971.00,32.00,9592.00,594.00,4893.00,3.50,70.00
Marc Iavaroni,N,N,N,N,N,405.00,134.00,-20.70,1760.00,148.00,1279.00,-0.10,5.00
Marc Jackson,N,N,N,N,N,369.00,116.00,-48.60,3839.00,171.00,2000.00,-0.40,15.00
Marcelo Huertas,N,N,N,N,N,234.00,9.00,-13.00,300.00,36.00,114.00,-0.60,0.00
Marcin Gortat,N,N,N,N,N,767.00,894.00,8.80,7827.00,372.00,6138.00,1.30,61.00
Marco Belinelli,N,N,N,N,N,1065.00,44.00,-15.50,6114.00,370.00,1307.00,0.20,24.00
Marcus Banks,N,N,N,N,N,846.00,55.00,-16.20,2281.00,297.00,586.00,0.00,8.00
Marcus Camby,N,N,N,N,N,2116.00,2548.00,58.40,10063.00,1105.00,10834.00,2.10,92.00
Marcus Fizer,N,N,N,N,N,351.00,81.00,-22.40,2762.00,134.00,1333.00,-0.80,3.00
Marcus Haislip,N,N,N,N,N,3.00,2.00,-9.90,32.00,2.00,15.00,-0.20,0.00
Marcus Liberty,N,N,N,N,N,201.00,48.00,-20.60,1344.00,134.00,673.00,-0.40,1.00
Marcus Morris,N,N,N,N,N,647.00,104.00,-15.80,4513.00,301.00,1767.00,0.70,19.00
Marcus Smart,N,N,N,N,N,757.00,70.00,1.50,1916.00,315.00,783.00,1.20,9.00
Marcus Thornton,N,N,N,N,N,707.00,64.00,-12.10,6070.00,432.00,1422.00,0.30,21.00
Marcus Williams,N,N,N,N,N,416.00,7.00,-29.30,869.00,56.00,280.00,-0.40,0.00
Mardy Collins,N,N,N,N,N,345.00,29.00,-20.40,738.00,107.00,331.00,-0.50,-2.00
Mario Bennett,N,N,N,N,N,18.00,11.00,2.90,177.00,19.00,126.00,0.40,2.00
Mario Chalmers,N,N,N,N,N,2249.00,94.00,6.50,5384.00,875.00,1425.00,1.30,33.00
Mario Elie,N,N,N,Y,N,1919.00,139.00,9.30,6496.00,690.00,2126.00,1.20,51.00
Mario Hezonja,N,N,N,N,N,171.00,31.00,-8.60,795.00,69.00,322.00,-0.60,0.00
Mario Kasun,N,N,N,N,N,11.00,16.00,-12.50,198.00,10.00,188.00,-0.30,1.00
Mario West,N,N,N,N,N,19.00,4.00,-0.10,43.00,18.00,56.00,0.10,0.00
Mark Acres,N,N,N,N,N,118.00,85.00,-15.90,1039.00,104.00,1155.00,0.00,8.00
Mark Aguirre,N,N,Y,N,N,3045.00,324.00,13.10,19556.00,711.00,4848.00,1.80,72.00
Mark Alarie,N,N,N,N,N,363.00,109.00,-13.00,2432.00,132.00,1120.00,0.00,8.00
Mark Blount,N,N,N,N,N,668.00,652.00,-41.00,6256.00,409.00,3457.00,-0.20,22.00
Mark Bradtke,N,N,N,N,N,7.00,5.00,-6.10,59.00,5.00,68.00,-0.30,0.00
Mark Bryant,N,N,N,N,N,360.00,128.00,-38.80,3134.00,247.00,2121.00,-0.10,18.00
Mark Crow,N,N,N,N,N,8.00,1.00,-4.40,84.00,5.00,27.00,-0.10,0.00
Mark Davis,N,N,N,N,N,274.00,63.00,-8.20,1314.00,185.00,638.00,0.10,4.00
Mark Eaton,N,N,Y,N,N,840.00,3064.00,14.50,5216.00,368.00,6939.00,2.00,45.00
Mark Hendrickson,N,N,N,N,N,57.00,14.00,-13.30,368.00,48.00,303.00,-0.30,2.00
Mark Jackson,N,N,Y,N,N,11151.00,120.00,4.60,13138.00,1663.00,5237.00,1.40,98.00
Mark Jones,N,N,N,N,N,6.00,2.00,-5.40,23.00,5.00,13.00,-0.10,0.00
Mark Landsberger,N,N,N,N,N,282.00,92.00,-33.50,3082.00,157.00,3294.00,-0.40,16.00
Mark Macon,N,N,N,N,N,360.00,20.00,-27.70,1371.00,273.00,376.00,-0.40,-1.00
Mark Madsen,N,N,N,N,N,181.00,102.00,-28.70,975.00,116.00,1157.00,0.00,8.00
Mark McNamara,N,N,N,N,N,81.00,46.00,-41.00,1024.00,39.00,844.00,-0.30,3.00
Mark Olberding,N,N,N,N,N,2190.00,235.00,-3.40,8145.00,573.00,4503.00,1.00,43.00
Mark Pope,N,N,N,N,N,55.00,37.00,-6.40,238.00,27.00,220.00,-0.10,1.00
Mark Price,N,N,Y,N,N,4845.00,76.00,19.80,10933.00,854.00,1841.00,2.10,71.00
Mark Radford,N,N,N,N,N,57.00,2.00,-3.90,145.00,16.00,29.00,-0.20,0.00
Mark Randall,N,N,N,N,N,80.00,10.00,-13.50,510.00,32.00,243.00,-0.10,2.00
Mark Sibley,N,N,N,N,N,13.00,1.00,-7.50,46.00,4.00,25.00,-0.20,0.00
Mark Strickland,N,N,N,N,N,109.00,110.00,-17.00,1294.00,80.00,765.00,-0.20,7.00
Mark Wade,N,N,N,N,N,34.00,1.00,-8.90,8.00,7.00,15.00,-0.20,0.00
Mark West,N,N,N,N,N,478.00,1504.00,-31.10,6888.00,358.00,5738.00,0.40,45.00
Markel Brown,N,N,N,N,N,130.00,27.00,-5.30,579.00,69.00,229.00,-0.20,1.00
Markieff Morris,N,N,N,N,N,883.00,306.00,-9.90,6103.00,485.00,2862.00,0.50,19.00
Marko Jaric,N,N,N,N,N,1600.00,128.00,-5.70,3193.00,583.00,1200.00,0.60,12.00
Marko Milic,N,N,N,N,N,2.00,1.00,-9.00,16.00,3.00,5.00,-0.10,0.00
Marlon Maxey,N,N,N,N,N,22.00,51.00,-7.70,479.00,27.00,363.00,-0.30,3.00
Marlon Redmond,N,N,N,N,N,134.00,41.00,-11.00,854.00,60.00,269.00,-0.20,1.00
Marques Bragg,N,N,N,N,N,8.00,8.00,-5.90,131.00,17.00,79.00,-0.40,0.00
Marques Johnson,N,N,Y,N,N,2493.00,524.00,29.50,13852.00,888.00,4800.00,3.40,80.00
Marquese Chriss,N,N,N,N,N,60.00,70.00,-1.60,753.00,67.00,348.00,0.20,2.00
Marquis Daniels,N,N,N,N,N,852.00,111.00,-11.20,3586.00,447.00,1304.00,0.30,15.00
Marquis Teague,N,N,N,N,N,179.00,17.00,-33.30,313.00,29.00,124.00,-0.50,-1.00
Marreese Speights,N,N,N,N,N,469.00,387.00,-33.90,5848.00,205.00,3128.00,-0.20,28.00
Marshall Rogers,N,N,N,N,N,10.00,3.00,-9.90,100.00,8.00,11.00,-0.40,0.00
MarShon Brooks,N,N,N,N,N,156.00,19.00,-6.20,867.00,66.00,254.00,-0.20,1.00
Martell Webster,N,N,N,N,N,481.00,131.00,-6.50,4151.00,250.00,1469.00,0.50,21.00
Martin Muursepp,N,N,N,N,N,47.00,24.00,-2.30,372.00,41.00,176.00,0.20,2.00
Martin Nessley,N,N,N,N,N,32.00,23.00,-12.10,91.00,15.00,155.00,-0.40,0.00
Marty Byrnes,N,N,N,N,N,500.00,43.00,-16.20,1912.00,124.00,750.00,-0.30,5.00
Marty Conlon,N,N,N,N,N,362.00,70.00,-18.20,2370.00,135.00,1273.00,-0.10,9.00
Marv Roberts,N,N,N,N,N,19.00,2.00,-8.10,58.00,4.00,25.00,-0.30,0.00
Marvin Barnes,N,N,N,N,N,388.00,250.00,-9.80,2255.00,209.00,1385.00,0.20,6.00
Marvin Webster,N,N,N,N,N,719.00,822.00,-1.10,4110.00,216.00,4018.00,1.10,28.00
Marvin Williams,N,N,N,N,N,1125.00,448.00,-4.90,9122.00,661.00,4584.00,0.80,54.00
Mason Plumlee,N,N,N,N,N,928.00,387.00,13.20,3670.00,320.00,2660.00,1.70,28.00
Mateen Cleaves,N,N,N,N,N,207.00,1.00,-5.20,422.00,49.00,132.00,-1.00,0.00
Matt Barnes,N,N,N,N,N,1906.00,477.00,4.70,8265.00,778.00,4768.00,1.00,46.00
Matt Bonner,N,N,N,N,N,552.00,213.00,10.00,4632.00,285.00,2371.00,0.90,39.00
Matt Bullard,N,N,N,N,N,293.00,77.00,-16.90,1954.00,113.00,732.00,0.10,10.00
Matt Carroll,N,N,N,N,N,331.00,66.00,-38.90,3112.00,238.00,914.00,-0.20,11.00
Matt Fish,N,N,N,N,N,25.00,14.00,-3.40,175.00,19.00,105.00,-0.10,1.00
Matt Freije,N,N,N,N,N,27.00,3.00,-13.40,133.00,16.00,85.00,-0.30,-1.00
Matt Geiger,N,N,N,N,N,388.00,345.00,-17.00,5056.00,306.00,3152.00,0.20,29.00
Matt Guokas,N,N,N,N,N,794.00,65.00,-37.10,1774.00,189.00,507.00,-0.50,8.00
Matt Harpring,N,N,N,N,N,907.00,112.00,-2.60,7645.00,497.00,3366.00,0.80,42.00
Matt Maloney,N,N,N,N,N,814.00,14.00,-8.00,2132.00,232.00,483.00,0.20,10.00
Matthew Dellavedova,N,N,N,N,N,541.00,11.00,-4.20,888.00,68.00,288.00,0.00,6.00
Maurice Ager,N,N,N,N,N,10.00,5.00,-22.10,103.00,5.00,31.00,-0.40,-1.00
Maurice Cheeks,N,N,Y,N,N,7118.00,292.00,26.90,12007.00,2190.00,3018.00,2.40,102.00
Maurice Evans,N,N,N,N,N,521.00,111.00,-12.10,4703.00,355.00,1721.00,0.30,28.00
Maurice Harkless,N,N,N,N,N,311.00,226.00,-3.40,2646.00,351.00,1326.00,0.70,13.00
Maurice Lucas,N,N,Y,N,N,1892.00,531.00,3.20,11444.00,580.00,6851.00,1.30,54.00
Maurice Martin,N,N,N,N,N,35.00,6.00,-6.90,147.00,13.00,41.00,-0.40,0.00
Maurice Ndour,N,N,N,N,N,8.00,8.00,-3.80,98.00,15.00,64.00,-0.10,0.00
Maurice Taylor,N,N,N,N,N,690.00,279.00,-47.20,6361.00,273.00,2709.00,-0.60,10.00
Mehmet Okur,N,N,Y,N,N,1040.00,444.00,11.30,8367.00,316.00,4325.00,2.00,55.00
Mel Bennett,N,N,N,N,N,107.00,51.00,-12.10,493.00,51.00,423.00,-0.20,0.00
Mel Counts,N,N,N,N,N,236.00,66.00,-2.60,666.00,69.00,587.00,0.40,2.00
Mel Davis,N,N,N,N,N,235.00,27.00,-32.20,1408.00,97.00,1109.00,-0.50,0.00
Melvin Booker,N,N,N,N,N,124.00,5.00,-18.70,283.00,11.00,66.00,-0.30,0.00
Melvin Ely,N,N,N,N,N,275.00,214.00,-41.00,2056.00,101.00,1253.00,-0.30,4.00
Melvin Turpin,N,N,N,N,N,120.00,214.00,-6.20,1960.00,102.00,982.00,0.30,9.00
Mengke Bateer,N,N,N,N,N,22.00,5.00,-5.20,139.00,10.00,96.00,-0.30,0.00
Metta World,N,N,N,N,N,2944.00,594.00,28.10,14630.00,1959.00,4946.00,1.70,67.00
Meyers Leonard,N,N,N,N,N,246.00,103.00,-10.60,1714.00,49.00,1166.00,0.00,9.00
Michael Adams,N,N,Y,N,N,4209.00,67.00,4.50,9621.00,1081.00,1900.00,1.60,47.00
Michael Anderson,N,N,N,N,N,153.00,3.00,-3.40,204.00,44.00,89.00,-0.30,0.00
Michael Ansley,N,N,N,N,N,40.00,17.00,-1.50,626.00,24.00,362.00,0.10,3.00
Michael Beasley,N,N,N,N,N,640.00,261.00,-32.90,6411.00,301.00,2387.00,-0.50,13.00
Michael Bradley,N,N,N,N,N,89.00,41.00,-11.90,438.00,22.00,544.00,-0.20,2.00
Michael Brooks,N,N,N,N,N,794.00,123.00,4.60,4010.00,374.00,1929.00,1.80,17.00
Michael Cage,N,N,N,N,N,1057.00,725.00,10.80,8278.00,1050.00,8646.00,1.50,74.00
Michael Carter-Williams,N,N,N,N,N,1719.00,167.00,-5.00,4019.00,470.00,1571.00,0.50,4.00
Michael Cooper,N,N,N,Y,N,3666.00,523.00,10.90,7723.00,1032.00,2769.00,1.60,52.00
Michael Curry,N,N,N,N,N,814.00,64.00,-25.40,3148.00,350.00,1097.00,-0.30,19.00
Michael Dickerson,N,N,N,N,N,545.00,84.00,-10.10,3228.00,208.00,603.00,0.40,9.00
Michael Doleac,N,N,N,N,N,350.00,205.00,-38.10,2919.00,196.00,1982.00,-0.40,13.00
Michael Finley,N,N,Y,N,N,3512.00,353.00,4.60,18757.00,1074.00,5247.00,1.60,90.00
Michael Hawkins,N,N,N,N,N,64.00,1.00,-5.00,80.00,16.00,31.00,-0.20,0.00
Michael Jackson,N,N,N,N,N,179.00,5.00,-7.30,157.00,20.00,59.00,-1.00,0.00
Michael Jordan,Y,Y,Y,Y,Y,5633.00,893.00,111.90,32292.00,2514.00,6672.00,7.00,214.00
Michael Kidd-Gilchrist,N,N,N,N,N,360.00,224.00,-3.70,2493.00,208.00,1760.00,0.50,15.00
Michael Olowokandi,N,N,N,N,N,350.00,730.00,-53.00,4373.00,248.00,3634.00,-0.80,3.00
Michael Phelps,N,N,N,N,N,135.00,3.00,-8.90,461.00,66.00,139.00,-0.50,0.00
Michael Redd,N,N,Y,N,N,1265.00,64.00,4.60,11326.00,546.00,2276.00,1.70,55.00
Michael Ruffin,N,N,N,N,N,198.00,155.00,-4.10,585.00,163.00,1301.00,0.30,6.00
Michael Smith,N,N,N,N,N,891.00,268.00,-3.40,3476.00,423.00,3711.00,0.70,27.00
Michael Stewart,N,N,N,N,N,80.00,260.00,-21.20,563.00,44.00,813.00,0.00,4.00
Michael Wiley,N,N,N,N,N,63.00,22.00,-4.30,692.00,48.00,246.00,0.10,3.00
Michael Wilson,N,N,N,N,N,59.00,8.00,-0.40,176.00,24.00,49.00,0.10,1.00
Michael Young,N,N,N,N,N,24.00,3.00,-0.90,219.00,25.00,86.00,0.10,1.00
Micheal Ray,N,N,N,N,N,4331.00,230.00,27.90,9059.00,1645.00,3351.00,2.80,37.00
Micheal Williams,N,N,N,N,N,2459.00,96.00,-7.00,4676.00,737.00,1079.00,1.10,30.00
Mickael Gelabale,N,N,N,N,N,115.00,35.00,-6.00,670.00,50.00,330.00,0.00,3.00
Mickael Pietrus,N,N,N,N,N,446.00,227.00,-8.30,4656.00,369.00,1737.00,0.40,20.00
Mickell Gladness,N,N,N,N,N,8.00,39.00,-9.60,110.00,7.00,105.00,-0.20,0.00
Mickey Davis,N,N,N,N,N,203.00,12.00,-6.20,1017.00,70.00,545.00,0.10,6.00
Mickey Dillard,N,N,N,N,N,34.00,2.00,-7.40,73.00,8.00,15.00,-0.30,0.00
Mickey Johnson,N,N,N,N,N,2564.00,613.00,11.40,11908.00,936.00,6045.00,1.60,57.00
Mike Bantom,N,N,N,N,N,1941.00,614.00,-5.00,10907.00,782.00,5796.00,0.80,45.00
Mike Barr,N,N,N,N,N,175.00,18.00,-3.00,285.00,52.00,130.00,-0.30,1.00
Mike Batiste,N,N,N,N,N,52.00,16.00,-3.90,481.00,42.00,257.00,-0.60,1.00
Mike Bibby,N,N,N,N,N,6064.00,162.00,-1.40,16051.00,1275.00,3455.00,1.30,79.00
Mike Bratz,N,N,N,N,N,1789.00,59.00,-18.50,3972.00,528.00,988.00,-0.10,11.00
Mike Brown,N,N,N,N,N,360.00,144.00,-23.90,2689.00,216.00,2355.00,-0.10,14.00
Mike Conley,N,N,N,N,N,4011.00,137.00,17.00,10050.00,1055.00,2062.00,2.30,63.00
Mike D'Antoni,N,N,N,N,N,123.00,15.00,-2.40,247.00,75.00,93.00,-0.10,0.00
Mike Dunleavy,N,N,N,N,N,3912.00,336.00,-14.10,14361.00,1058.00,4932.00,0.80,76.00
Mike Evans,N,N,N,N,N,1391.00,45.00,-26.20,4104.00,383.00,738.00,-0.50,8.00
Mike Flynn,N,N,N,N,N,142.00,10.00,-3.10,295.00,41.00,117.00,-0.30,1.00
Mike Gale,N,N,N,N,N,2035.00,168.00,0.20,3551.00,879.00,1169.00,0.90,19.00
Mike Gibson,N,N,N,N,N,14.00,11.00,-7.90,101.00,13.00,106.00,-0.10,0.00
Mike Glenn,N,N,N,N,N,829.00,43.00,-13.40,3963.00,290.00,627.00,0.10,22.00
Mike Gminski,N,N,N,N,N,1424.00,1147.00,-19.80,13076.00,598.00,7802.00,0.60,65.00
Mike Green,N,N,N,N,N,388.00,451.00,-1.70,2483.00,142.00,1575.00,0.60,13.00
Mike Harper,N,N,N,N,N,71.00,102.00,-5.60,613.00,78.00,432.00,0.10,3.00
Mike Harris,N,N,N,N,N,11.00,9.00,-15.80,138.00,25.00,77.00,0.00,0.00
Mike Holton,N,N,N,N,N,695.00,20.00,-14.10,1368.00,141.00,275.00,-0.80,2.00
Mike Iuzzolino,N,N,N,N,N,522.00,7.00,-5.30,1096.00,82.00,238.00,-0.30,4.00
Mike James,N,N,N,N,N,2854.00,52.00,-17.10,8089.00,663.00,1910.00,0.40,32.00
Mike McGee,N,N,N,N,N,671.00,54.00,-14.70,5390.00,410.00,1188.00,0.30,16.00
Mike Miller,N,N,N,N,N,2783.00,245.00,5.70,11751.00,607.00,4624.00,1.20,64.00
Mike Mitchell,N,N,Y,N,N,999.00,370.00,-25.70,14903.00,528.00,4266.00,0.10,51.00
Mike Muscala,N,N,N,N,N,161.00,97.00,-3.70,903.00,62.00,528.00,0.40,7.00
Mike Newlin,N,N,N,N,N,2820.00,58.00,-4.70,10492.00,702.00,1926.00,1.00,43.00
Mike Niles,N,N,N,N,N,15.00,1.00,-9.40,115.00,8.00,58.00,-0.40,0.00
Mike O'Koren,N,N,N,N,N,554.00,63.00,-2.50,1966.00,189.00,893.00,0.60,9.00
Mike Peplowski,N,N,N,N,N,24.00,25.00,-3.10,176.00,17.00,169.00,-0.20,1.00
Mike Riordan,N,N,N,N,N,604.00,35.00,-11.30,3160.00,231.00,878.00,0.50,15.00
Mike Sanders,N,N,N,N,N,970.00,219.00,-28.10,5565.00,501.00,2038.00,0.00,20.00
Mike Scott,N,N,N,N,N,257.00,32.00,-16.90,1988.00,88.00,836.00,-0.10,9.00
Mike Smith,N,N,N,N,N,10.00,3.00,-5.50,51.00,5.00,22.00,-0.20,0.00
Mike Smrek,N,N,N,N,N,45.00,147.00,-26.20,530.00,34.00,395.00,-0.30,1.00
Mike Sojourner,N,N,N,N,N,172.00,106.00,-8.10,1658.00,88.00,1237.00,-0.10,8.00
Mike Sweetney,N,N,N,N,N,42.00,23.00,-4.50,333.00,27.00,277.00,-0.10,2.00
Mike Wilks,N,N,N,N,N,313.00,14.00,-26.20,592.00,91.00,262.00,-0.20,2.00
Mike Woodson,N,N,N,N,N,1832.00,294.00,-23.80,11209.00,1003.00,1889.00,0.60,37.00
Mikki Moore,N,N,N,N,N,431.00,312.00,-18.10,3445.00,191.00,2405.00,0.20,24.00
Miles Plumlee,N,N,N,N,N,116.00,178.00,-9.50,1135.00,120.00,1094.00,0.10,7.00
Milos Babic,N,N,N,N,N,4.00,1.00,-8.60,19.00,1.00,9.00,-0.10,0.00
Milt Palacio,N,N,N,N,N,1078.00,62.00,-34.30,2024.00,264.00,751.00,-0.80,3.00
Milt Wagner,N,N,N,N,N,61.00,4.00,-6.30,152.00,6.00,28.00,-0.40,0.00
Mindaugas Kuzminskas,N,N,N,N,N,69.00,11.00,-2.70,425.00,29.00,126.00,-0.20,1.00
Mirza Teletovic,N,N,N,N,N,263.00,81.00,-9.60,2565.00,100.00,1019.00,0.10,9.00
Mitch Kupchak,N,N,N,N,N,370.00,170.00,-14.70,5098.00,160.00,2643.00,0.30,27.00
Mitch McGary,N,N,N,N,N,14.00,16.00,-2.40,201.00,16.00,165.00,-0.10,1.00
Mitch Richmond,Y,N,Y,N,N,3398.00,254.00,6.00,20497.00,1211.00,3801.00,1.80,79.00
Mitchell Butler,N,N,N,N,N,297.00,48.00,-16.60,1634.00,191.00,637.00,-0.30,2.00
Mitchell Wiggins,N,N,N,N,N,202.00,5.00,-6.90,1590.00,149.00,513.00,0.20,7.00
Mo Howard,N,N,N,N,N,47.00,10.00,9.60,173.00,18.00,44.00,0.10,1.00
Mo Layton,N,N,N,N,N,313.00,11.00,-13.80,632.00,51.00,112.00,-0.30,2.00
Mo Williams,N,N,Y,N,N,4350.00,135.00,-16.50,11479.00,745.00,2382.00,0.60,40.00
Monta Ellis,N,N,N,N,N,3731.00,276.00,-10.40,14479.00,1354.00,2779.00,0.90,40.00
Montrezl Harrell,N,N,N,N,N,64.00,42.00,0.90,527.00,20.00,219.00,0.80,4.00
Monty Williams,N,N,N,N,N,469.00,128.00,-14.80,2654.00,219.00,1153.00,0.10,11.00
Moochie Norris,N,N,N,N,N,1293.00,24.00,-23.40,2458.00,355.00,913.00,0.00,11.00
Mookie Blaylock,N,N,Y,N,N,5762.00,286.00,29.90,11457.00,1993.00,3519.00,3.30,72.00
Morlon Wiley,N,N,N,N,N,942.00,23.00,-17.80,1323.00,294.00,461.00,-0.10,5.00
Morris Almond,N,N,N,N,N,7.00,4.00,-6.80,92.00,4.00,36.00,-0.30,0.00
Morris Peterson,N,N,N,N,N,1089.00,136.00,-5.20,7624.00,639.00,2480.00,1.00,36.00
Moses Malone,Y,Y,Y,N,Y,1885.00,1914.00,18.90,28492.00,1156.00,17283.00,2.30,176.00
Muggsy Bogues,N,N,N,N,N,6354.00,42.00,-20.50,6323.00,1327.00,2182.00,0.30,47.00
Mustafa Shakur,N,N,N,N,N,25.00,3.00,-7.60,51.00,5.00,22.00,-0.20,0.00
Mychal Thompson,N,N,N,N,N,2256.00,1144.00,-4.20,13748.00,746.00,7363.00,1.30,62.00
Mychel Thompson,N,N,N,N,N,7.00,1.00,-8.30,18.00,2.00,5.00,-0.20,0.00
Myles Turner,N,N,N,N,N,147.00,259.00,0.10,1792.00,99.00,919.00,1.40,11.00
Nando De,N,N,N,N,N,268.00,18.00,-2.40,630.00,85.00,284.00,0.20,3.00
Nate Driggers,N,N,N,N,N,6.00,2.00,-8.20,36.00,3.00,22.00,-0.20,0.00
Nate Hawthorne,N,N,N,N,N,108.00,42.00,-14.20,882.00,72.00,333.00,-0.50,2.00
Nate Johnston,N,N,N,N,N,2.00,15.00,-11.10,81.00,6.00,44.00,-0.10,0.00
Nate McMillan,N,N,N,N,N,4893.00,356.00,33.90,4733.00,1544.00,3222.00,2.10,50.00
Nate Robinson,N,N,N,N,N,1673.00,51.00,-6.60,6301.00,493.00,1324.00,0.60,25.00
Nate Thurmond,Y,N,Y,N,N,738.00,639.00,3.30,2351.00,143.00,2915.00,1.30,17.00
Nate Williams,N,N,N,N,N,674.00,165.00,-11.70,5861.00,545.00,1755.00,0.20,20.00
